experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
5-7 yrs, Job Title : System Administrator\Sr System Administrator    Experience : 5 Years ...,System Administrator\sr. System Administrator,,"System Administration, Group Policy, Networking, Server Support...",Delhi NCR(Mohan Co-operative),681,8.805000000000001
0-4 yrs,Ability and willingness to quickly complete large volumes of work with high quality;Team player with ...,Walk-in II Hiring for Associate Analyst II Gurgaon,,"non voice, email process, chat support, email support, bpo, kpo, backend...",Gurgaon,4649,4.55500000000001
3-8 yrs,1) In-depth knowledge and hands on experience with Taleo Onboarding and Recruitment solution;11) Good ...,Oracle Taleo Techno-functional Consultant,,"onboarding, taleo, data migration, oracle support, techno functional...",Bengaluru,142,9.844999999999999
5-7 yrs,,SAP BODS Lead Consultants,Analytics,"MS SQL, ETL, DW, Amazon Redshift, Big Data Analytics, Shell Scripting, Data...",Bengaluru,2944,11.67
7-10 yrs,Imparts technical/content training to the team where ever required;Good knowledge of accountancy;Good ...,Assistant Manager Operations - Diverse Content,,"finance, process enhancement, good communications skills written & oral...",Kolkata,962,15.850000000000001
4-9 yrs,- Hands on experience on different embedded processor based development and knowledge of embedded ...,Embedded Software Development Engineer - Engine Control ECU,,"RTOS, Microcontroller, 32 Bit Microcontrollers...",Chennai,2914,15.465000000000002
8-12 yrs,,ERP Systems Analyst - SAP EWM,,"ERP Systems Analyst, ERP, SAP EWM, S / 4 HANA, Fiori UI, ABAP...",Bengaluru,686,25.534999999999997
4-9 yrs,Soft skills: Good command over English/ Hindi & Marathi Good Command over MS Office  word/ excel/ ...,Urgent Opening for Internal Auditor,,"ifc, auditing, finance, internal control, internal audit, final audit...",Mumbai(Colaba),2762,16.73
1-5 yrs,Candidates who have good analytical skills;MIS - Report Maintenance and preparing data as and when ...,"Associate Manager, Senior Associate",,"operations, communication skills, process management, new business...",Mumbai(chinchpokli+1),1815,10.575
6-9 yrs,,Lead Analyst  -  Java Weblogic,,"Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...",Bengaluru,765,14.42
3-5 yrs,"To be successful in the role, the candidate should have good problem-solving skills, proficiency in SQL ...",Business System Analyst - Data Analytics & Reporting,Analytics,"SQL Server, SSAS, SSIS, Power Bi, Business Analysis, Data Analytics, System...",Mumbai,3319,13.665
2-4 yrs,Continuously seek solutions for improving customer experience on companys website;Preferable industries : ...,Hiring for Senior Executive ( Recommendations Platform),,"BPO, KPO, Back Office, Customer Service Operations, Customer Experience...",Bengaluru(Bellandur),4893,8.485000000000003
5-8 yrs,,Solution Lead - BI & Data Warehouse - Microsoft / Azure,,"ssas, ssis, ssrs, sql server, azure, data warehousing, bi...",Mumbai,2481,13.54
5-7 yrs,5+ years overall experience in HR (e.g;2+ years experience in HR Analytics;The candidate should be ...,People Analytics Manager,Analytics,"Quantitative Analysis, Manpower Management",Pune,789,8.440000000000001
3-6 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Program Control Services,Analytics,"Project management, Analytics, Outsourcing, Operations, Financial analysis,...",Pune,190,7.480000000000004
1-3 yrs,"Proactive in audit of master data, fix issues & communicate effectively, as required;Willingness to ...",Business Analyst ( Finance ),,"MCOM, Accounting, Excel, Business Analysis, Master Data Management...",Bengaluru,2839,6.825000000000005
5-9 yrs,CA with 5 to 9 years experience.  Job Description:  -  Handling MIS and various ...,Manager - Finance & Accounts / MIS - CA,,"Finance, Accounts, MIS, financial analysis, Variance analysis, Audit...","Gurgaon, Gurugram",465,17.409999999999997
3-8 yrs,Carrying out Rate Analysis for various projects as per the material rates and rates obtained from market. ...,Manager- Tender & Business Development,,"estimation, finance, tendering, road estimator, rate analysis...",Delhi NCR,2591,12.97
5-10 yrs,- Experience or interest in supply chain domain;- Ensure that the persistence tier is operating within ...,Senior Database Engineer - Etl/rdbms,,"Hadoop, Hive, NoSQL, Oracle, Cassandra, ETL, Spark, Solr, MySQL...",Hyderabad,1972,13.785
6-8 yrs,5+ years of relevant work experience;REST API experience  Development and consumption;Willingness to ...,Senior Software Engineer-classic ASP,,"mysql, jquery, clasic asp, asp.net, vb.net, Angularjs, MVC, WebAPI",Pune,418,9.34
6-10 yrs,"This dynamic role requires experience with project management, strategy development, and a deep ...",Digital Marketing Project Leader,,"digital marketing, social media, global marketing, social media marketing",Gurgaon,4412,18.709999999999997
2-7 yrs,,Sr. Designer,,Sr. Designer,"Gurgaon, Mumbai",4947,14.92
1-5 yrs,,Freelance Content Writers for Political Website,,"Web Content Writing, Content Writing, content developer, creative writer...",Hyderabad,2666,8.095000000000004
3-5 yrs,3-5 years of experience in Corporate Tax/International ...,Corporate / International Tax Professional,,"international taxation, corporate taxation, law, impact analysis, corporate...",Mumbai,1013,11.075
8-11 yrs,"- 8-11 years in quantitative analysis experience, including building AI/ML models;- Front end client ...",Manager - Human Capital Analytics/ Talent Analytics - Consulting Firm,Analytics,"NLP, Neural Networks, Machine Learning, Data Mining...","Bengaluru, Gurgaon, Gurugram",2884,20.89999999999999
5-7 yrs,"Absolutdata provides the big-data experience, analytic expertise, consulting acumen and domain knowledge ...",Consultant/senior Consultant - Market Research,Analytics,"market research, quantitative research, project management, factor analysis...",Gurgaon,181,8.98
3-5 yrs,3-5 years of relevant marketing or project management experience (digital media or retail is ideal ...,Opening for CRM - Product Manager for Online Sales with Religare,,"Online Sales, Health Insurance, CRM, Product Management",Gurgaon,3576,6.475000000000007
7-12 yrs,,UX Manager - Leading Real Estate Company - Mumbai,analytics,"google analytics, adobe suite, invision, sketch, css, javascript, html, UX,...",Mumbai,1904,14.155
12-16 yrs,- Experience in defining and executing professional software engineering best practices for the full ...,Head/ VP/ GM - Engineering - Python/java/c++,,"c++, java, python, new product development, technical design...",Bengaluru,4051,25.580000000000002
8-12 yrs,,Business Data Analyst,Analytics,"Business Analysis, Data Analytics, Data Analysis, UAT...",Bengaluru,2956,18.75499999999999
5-7 yrs,Should have prior experience in client acquisition & closure of deals of at least 5years;Must have ...,"BDM - Analytics, IT Staffing & Projects, Indian Market",Analytics,"sales, client acquisition, rfp, it services, project development...",Bengaluru,4142,11.959999999999999
0-2 yrs,,Marketing Research Executive| Freshers  - Location:noida,,"Market Research, business research, secondary research, primary research...",Noida,1725,8.175
6-10 yrs,"Strong knowledge of statistics with experience generating models using techniques such as regression, ...",Senior Manager - Data Scientist - Media/entertainment,analytics,"r, sas, statistical programming, advanced analytics, machine learning...",Mumbai,1054,15.21
5-10 yrs,"Develop, record and maintain cutting edge web-based applications in PHP(Core & MVC Framworks) on ...",PHP Developer - Mvc/javascript,,"Javascript, MVC, PHP, Technical Process, Data Analysis, PHP Developer",Noida,514,13.290000000000001
2-4 yrs,,AR Caller and Analyst- Medical Billing,,"AR Calling, Medical Billing, US Healthcare, Senior Ar Associate...",Bengaluru,3130,6.715000000000004
5-8 yrs,"Should be aware of the source mix & ability to source various channels of recruitment (Job Boards, ...",Senior Executive - Recruitment,,"Screening, Technical Recruitment, Hiring, Telephonic, Interviewing...",Mysore,436,12.295
2-5 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Mule Enterprise Service Bus (esb),,"XML, Troubleshooting, JSON, Maven, Business process, Outsourcing, GIT...",Mumbai,190,7.255000000000004
2-5 yrs,1. Designing an end-to-end social media strategy and campaigns  2. Researching clients' businesses ...,Content Writer,Analytics,"Keyword Research, SEO, Content Writing, Google Analytics, Copy Writing...",Delhi(Safdarjung Enclave),1898,13.58
1-6 yrs,Candidates with 1 to 5 years work experience in affiliate marketing (Preferable);Good analytical & ...,Am/manager - Affiliate Marketing (U/ Ede/affi/m),,"marketing campaigns, market intelligence, strategy development...",Mumbai,17,11.565
1-5 yrs,,Call Analyst / Executive for International BPO in Kolkata,,"data validation, data verification, after sales service...",Kolkata,2722,10.96
5-10 yrs,Experience with website analysis using a variety of analytics tools including Google Analytics as well ...,SEO & PPC Specialist,analytics,"SEO, Search Engine Marketing, Pay Per Click, Digital Marketing, SEM, Search...","Mumbai Suburbs, Navi Mumbai",637,15.195
2-4 yrs,"Campaign Tracking, Marketing Dashboards- Should be conversant in A/B testing (digital marketing tools ...",Growth Hacker / Digital Marketing Role,,"Growth Hacker, Digital Marketing, acquisition, marketing campaigns, SEM...",Delhi,2388,8.670000000000002
10-15 yrs, *	Should be an effective ...,General Manager-human Resources for Gurgaon,Analytics,"Talent Acquisition, Performance Management, HR Analytics...",Gurgaon,4396,26.689999999999998
5-10 yrs,"- Should be able to handle stakeholder expectations across geographies (Europe, U.S., Asia);- Should be ...",Business Analyst - Oracle CPQ,,"Requirement Analysis, Business Analysis, UAT, Business Analyst, Oracle CPQ",Gurgaon,3347,19.49999999999999
3-6 yrs,,Adobe Analytics/ Digital Analyst -immediate Joiners,Analytics,"digital marketing, adobe analytics, Digital Analyst",Bengaluru,1631,12.02
5-10 yrs,- Significant Experience with commercial and open source penetration testing tools is strongly preferred ...,Manager - Information Security,,"Penetration Testing, Application Security Testing, Information Security...",Bengaluru,3930,18.429999999999996
2-7 yrs,Should be good in data analysis and churning;Exp in Collection of Two Wheeler Finance is must;Candidates ...,Required Collections Manager / TL Collection for Manba Finance Thane.,,"TL, Team Handling, MIS Reporting, Data Analysis, collection, TW collection,...","Mumbai, Navi Mumbai",2670,13.225
2-6 yrs,- A candidate with 1-2 years of experience in Tableau must have built at least 3-4 full scale dashboards ...,Research Analyst - Product Management Group - Metrics & Analytics,Analytics,"finance, monetization, investment banking, data analysis, research analysis...",Mumbai,1333,10.73
1-3 yrs,"Confidence, good team player and quick learner;Experience in reviewing videos;Preferred Experience: ...",Analyst - Operations,Analytics,"Analyst, Operations, Review, Analysis, Data Analysis, Data Analytics...",Hyderabad(Begumpet),3973,4.650000000000011
3-6 yrs,Credit Monitoring/Analysis Project level detailed analysis of ongoing real estate projects with ...,Credit Analyst,,"credit analysis, credit monitoring, real estate, sales, legal operations...",Mumbai,4598,12.175
7-12 yrs,,Assistant Manager Recruitment for BIG 4 Consulting Giant,,"Recruitment, Hiring, Team Management, people management, account management",Hyderabad,2533,20.549999999999997
8-12 yrs,"- Technical knowledge on existing AI/ML platforms, Statistical tools as R, Python, Saas { atleast one ...",Artificial Intelligence/machine Learning Role - Blockchain - IIM/ XLRI,,"Machine Learning, Python, Artificial Intelligence, R, User Experience...","Delhi NCR, Mumbai, Bengaluru",3319,21.714999999999993
12-22 yrs,Preferably Experience of managing globally spread organisations;Experience of managing P&L of a ...,Financial Controller - Gurgaon - Leading Garments Export Company,,"Finance, Financial Control, financial operations, Financial Analysis...",Gurgaon,2857,29.374999999999996
4-7 yrs,- Has strong analytic and problem solving skills & must be articulate;- Must have in-depth knowledge ...,Sr  Mgr / Mgr - Business Process Reengineering,analytic,"Project Management, Lean Six Sigma, KPO, BPO, Program Management, PMP...",Delhi NCR,852,8.395000000000003
2-7 yrs,,Imaging Scientist,,"Analytical, Unix, Prototype, Linux, Robotics, Sensors, Python...",Hyderabad,1252,10.314999999999998
3-8 yrs,1)	Should be a go getter & self-motivator;3)	Must have good interpersonal skills;7 ...,Sales Representative ( Candidate must have a Vehicle),,"Sales, Industrial Sales, industrial marketing, industrial selling...",Ahmedabad,4597,13.809999999999999
